Chave_Produto;Codigo_Produto;Nome_Produto;Sub_Categoria;Categoria_Produto;Cor;Tamanho;Linha_Produto;Modelo_Produto;Descricao_Produto;Status_Produto
361;BK-M68B-42;Mountain-200 Black, 42;Mountain Bikes;Bicicletas;Preto;42;M ;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Atualizado
362;BK-M68B-46;Mountain-200 Black, 46;Mountain Bikes;Bicicletas;Preto;46;M ;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Desatualizado
363;BK-M68B-46;Mountain-200 Black, 46;Mountain Bikes;Bicicletas;Preto;46;M ;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Atualizado
364;BK-M47B-38;Mountain-300 Black, 38;Mountain Bikes;Bicicletas;Preto;38;M ;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Desatualizado
365;BK-M47B-40;Mountain-300 Black, 40;Mountain Bikes;Bicicletas;Preto;40;M ;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Desatualizado
366;BK-M47B-44;Mountain-300 Black, 44;Mountain Bikes;Bicicletas;Preto;44;M ;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Desatualizado
367;BK-M47B-48;Mountain-300 Black, 48;Mountain Bikes;Bicicletas;Preto;48;M ;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Desatualizado
368;BK-R89R-44;Road-250 Red, 44;Road Bikes;Bicicletas;Vermelho;44;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
369;BK-R89R-48;Road-250 Red, 48;Road Bikes;Bicicletas;Vermelho;48;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
370;BK-R89R-52;Road-250 Red, 52;Road Bikes;Bicicletas;Vermelho;52;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
371;BK-R89R-58;Road-250 Red, 58;Road Bikes;Bicicletas;Vermelho;58;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
372;BK-R89R-58;Road-250 Red, 58;Road Bikes;Bicicletas;Vermelho;58;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Atualizado
373;BK-R89B-44;Road-250 Black, 44;Road Bikes;Bicicletas;Preto;44;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
374;BK-R89B-44;Road-250 Black, 44;Road Bikes;Bicicletas;Preto;44;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Atualizado
375;BK-R89B-48;Road-250 Black, 48;Road Bikes;Bicicletas;Preto;48;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
376;BK-R89B-48;Road-250 Black, 48;Road Bikes;Bicicletas;Preto;48;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Atualizado
377;BK-R89B-52;Road-250 Black, 52;Road Bikes;Bicicletas;Preto;52;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
378;BK-R89B-52;Road-250 Black, 52;Road Bikes;Bicicletas;Preto;52;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Atualizado
379;BK-R89B-58;Road-250 Black, 58;Road Bikes;Bicicletas;Preto;58;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Desatualizado
380;BK-R89B-58;Road-250 Black, 58;Road Bikes;Bicicletas;Preto;58;R ;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Atualizado
381;BK-R64Y-38;Road-550-W Yellow, 38;Road Bikes;Bicicletas;Amarelo;38;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Desatualizado
382;BK-R64Y-38;Road-550-W Yellow, 38;Road Bikes;Bicicletas;Amarelo;38;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Atualizado
383;BK-R64Y-40;Road-550-W Yellow, 40;Road Bikes;Bicicletas;Amarelo;40;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Desatualizado
384;BK-R64Y-40;Road-550-W Yellow, 40;Road Bikes;Bicicletas;Amarelo;40;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Atualizado
385;BK-R64Y-42;Road-550-W Yellow, 42;Road Bikes;Bicicletas;Amarelo;42;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Desatualizado
386;BK-R64Y-42;Road-550-W Yellow, 42;Road Bikes;Bicicletas;Amarelo;42;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Atualizado
387;BK-R64Y-44;Road-550-W Yellow, 44;Road Bikes;Bicicletas;Amarelo;44;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Desatualizado
388;BK-R64Y-44;Road-550-W Yellow, 44;Road Bikes;Bicicletas;Amarelo;44;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Atualizado
389;BK-R64Y-48;Road-550-W Yellow, 48;Road Bikes;Bicicletas;Amarelo;48;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Desatualizado
390;BK-R64Y-48;Road-550-W Yellow, 48;Road Bikes;Bicicletas;Amarelo;48;R ;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Atualizado
391;FK-1639;LL Fork;Forks;Componentes;NA;NULL;NULL;LL Fork;Stout design absorbs shock and offers more precise steering.;Desatualizado
392;FK-5136;ML Fork;Forks;Componentes;NA;NULL;NULL;ML Fork;Composite road fork with an aluminum steerer tube.;Desatualizado
393;FK-9939;HL Fork;Forks;Componentes;NA;NULL;NULL;HL Fork;High-performance carbon road fork with curved legs.;Desatualizado
394;HS-0296;LL Headset;Headsets;Componentes;NA;NULL;NULL;LL Headset;Threadless headset provides quality at an economical price.;Desatualizado
395;HS-2451;ML Headset;Headsets;Componentes;NA;NULL;NULL;ML Headset;Sealed cartridge keeps dirt out.;Desatualizado
396;HS-3479;HL Headset;Headsets;Componentes;NA;NULL;NULL;HL Headset;"High-quality 1"" threadless headset with a grease port for quick lubrication.";Desatualizado
397;HB-M243;LL Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;LL Mountain Handlebars;All-purpose bar for on or off-road.;Desatualizado
398;HB-M243;LL Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;LL Mountain Handlebars;All-purpose bar for on or off-road.;Atualizado
399;HB-M763;ML Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Desatualizado
400;HB-M763;ML Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Atualizado
401;HB-M918;HL Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Desatualizado
402;HB-M918;HL Mountain Handlebars;Handlebars;Componentes;NA;NULL;M ;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Atualizado
403;HB-R504;LL Road Handlebars;Handlebars;Componentes;NA;NULL;R ;LL Road Handlebars;Unique shape provides easier reach to the levers.;Desatualizado
404;HB-R504;LL Road Handlebars;Handlebars;Componentes;NA;NULL;R ;LL Road Handlebars;Unique shape provides easier reach to the levers.;Atualizado
405;HB-R720;ML Road Handlebars;Handlebars;Componentes;NA;NULL;R ;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Desatualizado
406;HB-R720;ML Road Handlebars;Handlebars;Componentes;NA;NULL;R ;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Atualizado
407;HB-R956;HL Road Handlebars;Handlebars;Componentes;NA;NULL;R ;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Desatualizado
408;HB-R956;HL Road Handlebars;Handlebars;Componentes;NA;NULL;R ;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Atualizado
409;FR-M63B-38;ML Mountain Frame - Black, 38;Mountain Frames;Componentes;Preto;38;M ;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Desatualizado
410;FW-M423;LL Mountain Front Wheel;Wheels;Componentes;Preto;NULL;M ;LL Mountain Front Wheel;Replacement mountain wheel for entry-level rider.;Desatualizado
411;FW-M762;ML Mountain Front Wheel;Wheels;Componentes;Preto;NULL;M ;ML Mountain Front Wheel;Replacement mountain wheel for the casual to serious rider.;Desatualizado
412;FW-M928;HL Mountain Front Wheel;Wheels;Componentes;Preto;NULL;M ;HL Mountain Front Wheel;High-performance mountain replacement wheel.;Desatualizado
413;FW-R623;LL Road Front Wheel;Wheels;Componentes;Preto;NULL;R ;LL Road Front Wheel;Replacement road front wheel for entry-level cyclist.;Desatualizado
414;FW-R762;ML Road Front Wheel;Wheels;Componentes;Preto;NULL;R ;ML Road Front Wheel;Sturdy alloy features a quick-release hub.;Desatualizado
415;FW-R820;HL Road Front Wheel;Wheels;Componentes;Preto;NULL;R ;HL Road Front Wheel;Strong wheel with double-walled rim.;Desatualizado
416;FW-T905;Touring Front Wheel;Wheels;Componentes;Preto;NULL;T ;Touring Front Wheel;Aerodynamic rims for smooth riding.;Desatualizado
417;FR-R72Y-38;ML Road Frame-W - Yellow, 38;Road Frames;Componentes;Amarelo;38;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Desatualizado
418;FR-R72Y-38;ML Road Frame-W - Yellow, 38;Road Frames;Componentes;Amarelo;38;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Atualizado
419;RW-M423;LL Mountain Rear Wheel;Wheels;Componentes;Preto;NULL;M ;LL Mountain Rear Wheel;Replacement mountain wheel for entry-level rider.;Desatualizado
420;RW-M762;ML Mountain Rear Wheel;Wheels;Componentes;Preto;NULL;M ;ML Mountain Rear Wheel;Replacement mountain wheel for the casual to serious rider.;Desatualizado
421;RW-M928;HL Mountain Rear Wheel;Wheels;Componentes;Preto;NULL;M ;HL Mountain Rear Wheel;High-performance mountain replacement wheel.;Desatualizado
422;RW-R623;LL Road Rear Wheel;Wheels;Componentes;Preto;NULL;R ;LL Road Rear Wheel;Replacement road rear wheel for entry-level cyclist.;Desatualizado
423;RW-R762;ML Road Rear Wheel;Wheels;Componentes;Preto;NULL;R ;ML Road Rear Wheel;"Aluminum alloy rim with stainless steel spokes; built for speed.";Desatualizado
424;RW-R820;HL Road Rear Wheel;Wheels;Componentes;Preto;NULL;R ;HL Road Rear Wheel;Strong rear wheel with double-walled rim.;Desatualizado
425;RW-T905;Touring Rear Wheel;Wheels;Componentes;Preto;NULL;T ;Touring Rear Wheel;Excellent aerodynamic rims guarantee a smooth ride.;Desatualizado
426;FR-M63B-40;ML Mountain Frame - Black, 40;Mountain Frames;Componentes;Preto;40;M ;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Desatualizado
427;FR-M63B-44;ML Mountain Frame - Black, 44;Mountain Frames;Componentes;Preto;44;M ;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Desatualizado
428;FR-M63B-48;ML Mountain Frame - Black, 48;Mountain Frames;Componentes;Preto;48;M ;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Desatualizado
429;FR-R72Y-40;ML Road Frame-W - Yellow, 40;Road Frames;Componentes;Amarelo;40;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Desatualizado
430;FR-R72Y-40;ML Road Frame-W - Yellow, 40;Road Frames;Componentes;Amarelo;40;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Atualizado
431;FR-R72Y-42;ML Road Frame-W - Yellow, 42;Road Frames;Componentes;Amarelo;42;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Desatualizado
432;FR-R72Y-42;ML Road Frame-W - Yellow, 42;Road Frames;Componentes;Amarelo;42;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Atualizado
433;FR-R72Y-44;ML Road Frame-W - Yellow, 44;Road Frames;Componentes;Amarelo;44;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Desatualizado
434;FR-R72Y-44;ML Road Frame-W - Yellow, 44;Road Frames;Componentes;Amarelo;44;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Atualizado
435;FR-R72Y-48;ML Road Frame-W - Yellow, 48;Road Frames;Componentes;Amarelo;48;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Desatualizado
436;FR-R72Y-48;ML Road Frame-W - Yellow, 48;Road Frames;Componentes;Amarelo;48;R ;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Atualizado
437;FR-R92B-62;HL Road Frame - Black, 62;Road Frames;Componentes;Preto;62;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Desatualizado
438;FR-R92B-62;HL Road Frame - Black, 62;Road Frames;Componentes;Preto;62;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Atualizado
439;FR-R92B-44;HL Road Frame - Black, 44;Road Frames;Componentes;Preto;44;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Desatualizado
440;FR-R92B-44;HL Road Frame - Black, 44;Road Frames;Componentes;Preto;44;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Atualizado
441;FR-R92B-48;HL Road Frame - Black, 48;Road Frames;Componentes;Preto;48;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Desatualizado
442;FR-R92B-48;HL Road Frame - Black, 48;Road Frames;Componentes;Preto;48;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Atualizado
443;FR-R92B-52;HL Road Frame - Black, 52;Road Frames;Componentes;Preto;52;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Desatualizado
444;FR-R92B-52;HL Road Frame - Black, 52;Road Frames;Componentes;Preto;52;R ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Atualizado
445;SH-M897-S;Men's Sports Shorts, S;Shorts;Roupas;Preto;S;S ;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Desatualizado
446;PA-T100;Touring-Panniers, Large;Panniers;Acessorios;Cinza;NULL;T ;Touring-Panniers;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;Desatualizado
447;LO-C100;Cable Lock;Locks;Acessorios;NA;NULL;S ;Cable Lock;Wraps to fit front and rear tires, carrier and 2 keys included.;Desatualizado
448;PU-0452;Minipump;Pumps;Acessorios;NA;NULL;S ;Minipump;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;Desatualizado
449;PU-M044;Mountain Pump;Pumps;Acessorios;NA;NULL;M ;Mountain Pump;Simple and light-weight. Emergency patches stored in handle.;Desatualizado
450;LT-T990;Taillights - Battery-Powered;Lights;Acessorios;NA;NULL;R ;Taillight;Affordable light for safe night riding - uses 3 AAA batteries;Desatualizado
451;LT-H902;Headlights - Dual-Beam;Lights;Acessorios;NA;NULL;R ;Headlights - Dual-Beam;Rechargeable dual-beam headlight.;Desatualizado
452;LT-H903;Headlights - Weatherproof;Lights;Acessorios;NA;NULL;R ;Headlights - Weatherproof;Rugged weatherproof headlight.;Desatualizado
453;SH-M897-M;Men's Sports Shorts, M;Shorts;Roupas;Preto;M;S ;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Desatualizado
454;SH-M897-L;Men's Sports Shorts, L;Shorts;Roupas;Preto;L;S ;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Desatualizado
455;SH-M897-X;Men's Sports Shorts, XL;Shorts;Roupas;Preto;XL;S ;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Desatualizado
456;TG-W091-S;Women's Tights, S;Tights;Roupas;Preto;S;S ;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Desatualizado
457;TG-W091-M;Women's Tights, M;Tights;Roupas;Preto;M;S ;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Desatualizado
458;TG-W091-L;Women's Tights, L;Tights;Roupas;Preto;L;S ;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Desatualizado
459;SB-M891-S;Men's Bib-Shorts, S;Bib-Shorts;Roupas;Multi;S;S ;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Desatualizado
460;SB-M891-M;Men's Bib-Shorts, M;Bib-Shorts;Roupas;Multi;M;S ;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Desatualizado
461;SB-M891-L;Men's Bib-Shorts, L;Bib-Shorts;Roupas;Multi;L;S ;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Desatualizado
462;GL-H102-S;Half-Finger Gloves, S;Gloves;Roupas;Preto;S;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Desatualizado
463;GL-H102-S;Half-Finger Gloves, S;Gloves;Roupas;Preto;S;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Atualizado
464;GL-H102-M;Half-Finger Gloves, M;Gloves;Roupas;Preto;M;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Desatualizado
465;GL-H102-M;Half-Finger Gloves, M;Gloves;Roupas;Preto;M;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Atualizado
466;GL-H102-L;Half-Finger Gloves, L;Gloves;Roupas;Preto;L;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Desatualizado
467;GL-H102-L;Half-Finger Gloves, L;Gloves;Roupas;Preto;L;S ;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Atualizado
468;GL-F110-S;Full-Finger Gloves, S;Gloves;Roupas;Preto;S;M ;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Desatualizado
469;GL-F110-M;Full-Finger Gloves, M;Gloves;Roupas;Preto;M;M ;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Desatualizado
470;GL-F110-L;Full-Finger Gloves, L;Gloves;Roupas;Preto;L;M ;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Desatualizado
471;VE-C304-S;Classic Vest, S;Vests;Roupas;Azul;S;S ;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Atualizado
472;VE-C304-M;Classic Vest, M;Vests;Roupas;Azul;M;S ;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Atualizado
473;VE-C304-L;Classic Vest, L;Vests;Roupas;Azul;L;S ;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Atualizado
474;SH-W890-S;Women's Mountain Shorts, S;Shorts;Roupas;Preto;S;M ;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Atualizado
475;SH-W890-M;Women's Mountain Shorts, M;Shorts;Roupas;Preto;M;M ;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Atualizado
476;SH-W890-L;Women's Mountain Shorts, L;Shorts;Roupas;Preto;L;M ;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Atualizado
477;WB-H098;Water Bottle - 30 oz.;Bottles and Cages;Acessorios;NA;NULL;S ;Water Bottle;"AWC logo water bottle - holds 30 oz; leak-proof.";Atualizado
478;BC-M005;Mountain Bottle Cage;Bottles and Cages;Acessorios;NA;NULL;M ;Mountain Bottle Cage;Tough aluminum cage holds bottle securly on tough terrain.;Atualizado
479;BC-R205;Road Bottle Cage;Bottles and Cages;Acessorios;NA;NULL;R ;Road Bottle Cage;"Aluminum cage is lighter than our mountain version; perfect for long distance trips.";Atualizado
480;PK-7098;Patch Kit/8 Patches;Tires and Tubes;Acessorios;NA;NULL;S ;Patch kit;Includes 8 different size patches, glue and sandpaper.;Atualizado
481;SO-R809-M;Racing Socks, M;Socks;Roupas;Branco;M;R ;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;Atualizado
482;SO-R809-L;Racing Socks, L;Socks;Roupas;Branco;L;R ;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;Atualizado
483;RA-H123;Hitch Rack - 4-Bike;Bike Racks;Acessorios;NA;NULL;S ;Hitch Rack - 4-Bike;"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";Atualizado
484;CL-9009;Bike Wash - Dissolver;Cleaners;Acessorios;NA;NULL;S ;Bike Wash;"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";Atualizado
485;FE-6654;Fender Set - Mountain;Fenders;Acessorios;NA;NULL;M ;Fender Set - Mountain;Clip-on fenders fit most mountain bikes.;Atualizado
486;ST-1401;All-Purpose Bike Stand;Bike Stands;Acessorios;NA;NULL;M ;All-Purpose Bike Stand;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;Atualizado
487;HY-1023-70;Hydration Pack - 70 oz.;Hydration Packs;Acessorios;Prata;70;S ;Hydration Pack;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;Atualizado
488;SJ-0194-S;Short-Sleeve Classic Jersey, S;Jerseys;Roupas;Amarelo;S;S ;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Atualizado
489;SJ-0194-M;Short-Sleeve Classic Jersey, M;Jerseys;Roupas;Amarelo;M;S ;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Atualizado
490;SJ-0194-L;Short-Sleeve Classic Jersey, L;Jerseys;Roupas;Amarelo;L;S ;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Atualizado
491;SJ-0194-X;Short-Sleeve Classic Jersey, XL;Jerseys;Roupas;Amarelo;XL;S ;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Atualizado
492;FR-T98Y-60;HL Touring Frame - Yellow, 60;Touring Frames;Componentes;Amarelo;60;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
493;FR-T67Y-62;LL Touring Frame - Yellow, 62;Touring Frames;Componentes;Amarelo;62;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
494;FR-T98Y-46;HL Touring Frame - Yellow, 46;Touring Frames;Componentes;Amarelo;46;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
495;FR-T98Y-50;HL Touring Frame - Yellow, 50;Touring Frames;Componentes;Amarelo;50;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
496;FR-T98Y-54;HL Touring Frame - Yellow, 54;Touring Frames;Componentes;Amarelo;54;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
497;FR-T98U-46;HL Touring Frame - Blue, 46;Touring Frames;Componentes;Azul;46;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
498;FR-T98U-50;HL Touring Frame - Blue, 50;Touring Frames;Componentes;Azul;50;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
499;FR-T98U-54;HL Touring Frame - Blue, 54;Touring Frames;Componentes;Azul;54;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
500;FR-T98U-60;HL Touring Frame - Blue, 60;Touring Frames;Componentes;Azul;60;T ;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Atualizado
501;RD-2308;Rear Derailleur;Derailleurs;Componentes;Prata;NULL;NULL;Rear Derailleur;Wide-link design.;Atualizado
502;FR-T67U-50;LL Touring Frame - Blue, 50;Touring Frames;Componentes;Azul;50;T ;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Atualizado
